chunk_id,chunk_text,preprocess_agenda,tokens
0,Nossos Valores e Princípios O Brasil é reconhecido e celebrado por sua pluralidade.,valor princípio brasil reconhecer celebrar pluralidade,"[""valor"", ""princípio"", ""brasil"", ""reconhecer"", ""celebrar"", ""pluralidade""]"
1,"São muitas e diferentes as nossas origens, as nossas culturas, as nossas tradições e costumes, os nossos valores, as nossas ideologias. Diversa é a nossa geografia, rica e variada é a nossa natureza. Somos um país continental, que abriga em seu vasto território todo tipo de gente, de pensamento, de profissão de fé, de posição política. Em meio a essas diferenças, uma coisa nos une e nos constitui como coletividade: o Amor por esse país.",diferente origem cultura tradição costume valor ideologia diverso geografia rico variado natureza país continental abrigar vasto território todo tipo gente pensamento profissão fé posição político meio diferença coisa uneer constituir coletividade amor país,"[""diferente"", ""origem"", ""cultura"", ""tradição"", ""costume"", ""valor"", ""ideologia"", ""diverso"", ""geografia"", ""rico"", ""variado"", ""natureza"", ""país"", ""continental"", ""abrigar"", ""vasto"", ""território"", ""todo"", ""tipo"", ""gente"", ""pensamento"", ""profissão"", ""fé"", ""posição"", ""político"", ""meio"", ""diferença"", ""coisa"", ""uneer"", ""constituir"", ""coletividade"", ""amor"", ""país""]"
2,"É ele que nunca deixa de pulsar em nossos corações, que nos faz reagir ao pessimismo, que nos dá alento para seguirmos em frente, acreditando e lutando por um futuro melhor.",nunca deixar pulsar coração fazer reagir pessimismo dar alento seguir frente acreditar lutar futuro bom,"[""nunca"", ""deixar"", ""pulsar"", ""coração"", ""fazer"", ""reagir"", ""pessimismo"", ""dar"", ""alento"", ""seguir"", ""frente"", ""acreditar"", ""lutar"", ""futuro"", ""bom""]"
3,"Esse Amor pelo Brasil está assentado na nossa história comum, nas lutas compartilhadas cotidianamente e na certeza de que, mesmo com todas as suas mazelas e dificuldades, esse país tem um enorme potencial para a grandeza; e, por que não dizer, uma vocação para a Alegria e a Felicidade. O Brasil democrático, livre, justo, pulsante e pujante que todos nós, brasileiros, desejamos é evidentemente uma obra em aberto.",amor brasil assentar história comum luta compartilhar cotidianamente certeza todo mazela dificuldade país enorme potencial grandeza dizer vocação alegrio felicidade brasil democrático livre justo pulsante pujante todo brasileiro desejar evidentemente obra abrir,"[""amor"", ""brasil"", ""assentar"", ""história"", ""comum"", ""luta"", ""compartilhar"", ""cotidianamente"", ""certeza"", ""todo"", ""mazela"", ""dificuldade"", ""país"", ""enorme"", ""potencial"", ""grandeza"", ""dizer"", ""vocação"", ""alegrio"", ""felicidade"", ""brasil"", ""democrático"", ""livre"", ""justo"", ""pulsante"", ""pujante"", ""todo"", ""brasileiro"", ""desejar"", ""evidentemente"", ""obra"", ""abrir""]"
4,Mas não é uma utopia.,utopia,"[""utopia""]"
5,"É um sonho possível, viável, que está ao alcance das nossas mãos.",sonho possível viável alcance mão,"[""sonho"", ""possível"", ""viável"", ""alcance"", ""mão""]"
6,"Muitas são as nossas páginas de dores, tristezas e derrotas.",página dor tristezo derrota,"[""página"", ""dor"", ""tristezo"", ""derrota""]"
7,"Outras tantas são as de conquistas, de vitórias e de realizações como nação. Quantas vezes, na nossa história, nos deparamos com desafios aparentemente insuperáveis e os vencemos?",outro tanto conquista vitória realização nação quantas vez história deparar desafio aparentemente insuperável vencer,"[""outro"", ""tanto"", ""conquista"", ""vitória"", ""realização"", ""nação"", ""quantas"", ""vez"", ""história"", ""deparar"", ""desafio"", ""aparentemente"", ""insuperável"", ""vencer""]"
8,Olhemos apenas para o passado recente.,olher apenas passado recente,"[""olher"", ""apenas"", ""passado"", ""recente""]"
9,"Superamos um Estado ditatorial e reconquistamos o direito ao voto, a liberdade de expressão e um regime jurídico assentado no princípio das garantias individuais.",superar estado ditatorial reconquistar direito votar liberdade expressão regime jurídico assentar princípio garantia individual,"[""superar"", ""estado"", ""ditatorial"", ""reconquistar"", ""direito"", ""votar"", ""liberdade"", ""expressão"", ""regime"", ""jurídico"", ""assentar"", ""princípio"", ""garantia"", ""individual""]"
10,Vencemos a inflação galopante que extorquia os mais pobres e inviabilizava um crescimento econômico sustentável.,vencer inflação galopante extorquia pobre inviabilizar crescimento econômico sustentável,"[""vencer"", ""inflação"", ""galopante"", ""extorquia"", ""pobre"", ""inviabilizar"", ""crescimento"", ""econômico"", ""sustentável""]"
11,"Ainda não vencemos, mas conquistamos avanços muito expressivos no combate ao analfabetismo, à fome, às doenças endêmicas.",ainda vencer conquistar avanço expressivo combate analfabetismo fome doença endêmico,"[""ainda"", ""vencer"", ""conquistar"", ""avanço"", ""expressivo"", ""combate"", ""analfabetismo"", ""fome"", ""doença"", ""endêmico""]"
12,"Vivemos um momento de desencanto e desalento com as instituições democráticas que tem sua razão de ser. Porém, não podemos deixar que as dificuldades conjunturais comprometam nossa confiança na Democracia nem que nos impeçam de reconhecer o muito que avançamos nos últimos trinta anos.",viver momento desencanto desalento instituição democrático razão porém poder deixar dificuldade conjuntural comprometar confiança democracia impeçam reconhecer avançar último trinta ano,"[""viver"", ""momento"", ""desencanto"", ""desalento"", ""instituição"", ""democrático"", ""razão"", ""porém"", ""poder"", ""deixar"", ""dificuldade"", ""conjuntural"", ""comprometar"", ""confiança"", ""democracia"", ""impeçam"", ""reconhecer"", ""avançar"", ""último"", ""trinta"", ""ano""]"
13,A Democracia nos permitiu vencer a inflação e colocar a economia brasileira nos trilhos da modernização e do crescimento econômico mais equitativo.,democracia permitir vencer inflação colocar economia brasileiro trilho modernização crescimento econômico equitativo,"[""democracia"", ""permitir"", ""vencer"", ""inflação"", ""colocar"", ""economia"", ""brasileiro"", ""trilho"", ""modernização"", ""crescimento"", ""econômico"", ""equitativo""]"
14,"Nos permitiu avançar na universalização do acesso à educação, nos deu as ferramentas para a implantação do maior sistema de saúde pública do mundo.",permitir avançar universalização acesso educação dar ferramenta implantação grande sistema saúde público mundo,"[""permitir"", ""avançar"", ""universalização"", ""acesso"", ""educação"", ""dar"", ""ferramenta"", ""implantação"", ""grande"", ""sistema"", ""saúde"", ""público"", ""mundo""]"
15,"Se tirarmos o foco das angústias presentes e direcionarmos o nosso olhar para o longo prazo, será inevitável a constatação de que, como nação, avançamos em muitos pontos e questões importantes, inclusive politicamente.",tirar foco angústia presente direcionar olhar longo prazo inevitável constatação nação avançar ponto questão importante inclusive politicamente,"[""tirar"", ""foco"", ""angústia"", ""presente"", ""direcionar"", ""olhar"", ""longo"", ""prazo"", ""inevitável"", ""constatação"", ""nação"", ""avançar"", ""ponto"", ""questão"", ""importante"", ""inclusive"", ""politicamente""]"
16,"Contamos com instituições sólidas, nos dando provas de que têm maturidade e força para resistir às intempéries e a iniciativas antidemocráticas.",contar instituição sólir dar prova ter maturidade forço resistir intempérie iniciativa antidemocrático,"[""contar"", ""instituição"", ""sólir"", ""dar"", ""prova"", ""ter"", ""maturidade"", ""forço"", ""resistir"", ""intempérie"", ""iniciativa"", ""antidemocrático""]"
17,"Estamos avançando na nossa obra de construção nacional. E lançar luzes sobre esses avanços e conquistas é fundamental para renovarmos a nossa confiança no futuro. Nós vamos chegar lá. Vamos dar certo como nação. Vamos conquistar, na raça e na luta, o Brasil que desejamos e queremos legar para nossos filhos e netos. Porém, o sucesso do Brasil e de cada um de nós dependerá do tamanho do nosso compromisso com o país e da nossa capacidade de deixarmos as diferenças de lado para trabalharmos por nosso objetivo comum: um Brasil democrático, livre, próspero e justo. O União Brasil traz em seu nome a motivação, o embasamento e a finalidade que respondem pela sua criação. Nascido da fusão de dois partidos fortes e em ascensão – DEM e PSL –, o União Brasil é um somatório de forças que tem como propósito SERVIR de base, de instrumento, de caminho para a pacificação, o entendimento, o diálogo construtivo, a conjunção de esforços que são imprescindíveis para a prosperidade e a paz que os brasileiros desejam e merecem ter. Fortalecer a circulação de ideias é o melhor modo de identificar na agenda política nacional os pontos que todos temos em comum e assim construir consensos. A experiência tem mostrado repetidamente: somos capazes de grandes conquistas quando trabalhamos juntos. Queremos reunir força construtiva. O União Brasil, que nasce como o maior partido do país em número de lideranças no Parlamento Nacional, almeja ser o maior partido em eficiência na entrega de resultados aos brasileiros. O União Brasil também antecipa o movimento tão necessário de aprimoramento da Democracia brasileira, por meio da aglutinação de ideias e de propostas comuns em um menor número de partidos políticos.",avançar obra construção nacional lançar luz sobre avanço conquista fundamental renovar confiança futuro ir chegar lá ir dar certo nação ir conquistar raça lutar brasil desejar querer legar filho neto porém sucesso brasil cada depender tamanho compromisso país capacidade deixarr diferença lado trabalhar objetivo comum brasil democrático livre próspero justo união brasil trazer nome motivação embasamento finalidade responder criação nascer fusão dois partido forte ascensão dem psl união brasil somatório força propósito servir base instrumento caminho pacificação entendimento diálogo construtivo conjunção esforço imprescindível prosperidade paz brasileiro desejar merecer ter fortalecer circulação ideia bom modo identificar agenda político nacional ponto todo comum assim construir consenso experiência mostrar repetidamente capaz grande conquista trabalhar junto querer reunir força construtivo união brasil nascer grande partido país número liderança parlamento nacional almejar grande partido eficiência entregar resultado brasileiro união brasil antecipar movimento tão necessário aprimoramento democracia brasileiro meio aglutinação ideia propor comum pequeno número partido político,"[""avançar"", ""obra"", ""construção"", ""nacional"", ""lançar"", ""luz"", ""sobre"", ""avanço"", ""conquista"", ""fundamental"", ""renovar"", ""confiança"", ""futuro"", ""ir"", ""chegar"", ""lá"", ""ir"", ""dar"", ""certo"", ""nação"", ""ir"", ""conquistar"", ""raça"", ""lutar"", ""brasil"", ""desejar"", ""querer"", ""legar"", ""filho"", ""neto"", ""porém"", ""sucesso"", ""brasil"", ""cada"", ""depender"", ""tamanho"", ""compromisso"", ""país"", ""capacidade"", ""deixarr"", ""diferença"", ""lado"", ""trabalhar"", ""objetivo"", ""comum"", ""brasil"", ""democrático"", ""livre"", ""próspero"", ""justo"", ""união"", ""brasil"", ""trazer"", ""nome"", ""motivação"", ""embasamento"", ""finalidade"", ""responder"", ""criação"", ""nascer"", ""fusão"", ""dois"", ""partido"", ""forte"", ""ascensão"", ""dem"", ""psl"", ""união"", ""brasil"", ""somatório"", ""força"", ""propósito"", ""servir"", ""base"", ""instrumento"", ""caminho"", ""pacificação"", ""entendimento"", ""diálogo"", ""construtivo"", ""conjunção"", ""esforço"", ""imprescindível"", ""prosperidade"", ""paz"", ""brasileiro"", ""desejar"", ""merecer"", ""ter"", ""fortalecer"", ""circulação"", ""ideia"", ""bom"", ""modo"", ""identificar"", ""agenda"", ""político"", ""nacional"", ""ponto"", ""todo"", ""comum"", ""assim"", ""construir"", ""consenso"", ""experiência"", ""mostrar"", ""repetidamente"", ""capaz"", ""grande"", ""conquista"", ""trabalhar"", ""junto"", ""querer"", ""reunir"", ""força"", ""construtivo"", ""união"", ""brasil"", ""nascer"", ""grande"", ""partido"", ""país"", ""número"", ""liderança"", ""parlamento"", ""nacional"", ""almejar"", ""grande"", ""partido"", ""eficiência"", ""entregar"", ""resultado"", ""brasileiro"", ""união"", ""brasil"", ""antecipar"", ""movimento"", ""tão"", ""necessário"", ""aprimoramento"", ""democracia"", ""brasileiro"", ""meio"", ""aglutinação"", ""ideia"", ""propor"", ""comum"", ""pequeno"", ""número"", ""partido"", ""político""]"
18,Nossa Democracia é jovem.,democracia jovem,"[""democracia"", ""jovem""]"
19,"E é natural que em sua trajetória de amadurecimento se computem acertos, erros e ajustes.",natural trajetória amadurecimento computem acerto erro ajuste,"[""natural"", ""trajetória"", ""amadurecimento"", ""computem"", ""acerto"", ""erro"", ""ajuste""]"
20,"A miríade de partidos que temos hoje confunde o eleitor, favorece o fisiologismo, dificulta enormemente a construção de consensos direcionados pelo interesse nacional e mina a confiança dos brasileiros na política e na própria Democracia. Nesse sentido, o União Brasil espera ser exemplo e inspiração.",miríade partido hoje confunder eleitor favorecer fisiologismo dificultar enormemente construção consenso direcionar interesse nacional minar confiança brasileiro político próprio democracia em esse sentido união brasil esperar exemplo inspiração,"[""miríade"", ""partido"", ""hoje"", ""confunder"", ""eleitor"", ""favorecer"", ""fisiologismo"", ""dificultar"", ""enormemente"", ""construção"", ""consenso"", ""direcionar"", ""interesse"", ""nacional"", ""minar"", ""confiança"", ""brasileiro"", ""político"", ""próprio"", ""democracia"", ""em esse"", ""sentido"", ""união"", ""brasil"", ""esperar"", ""exemplo"", ""inspiração""]"
21,DEM e PSL vinham de trajetórias de fortalecimento e crescimento recentes.,dem psl vinhr trajetória fortalecimento crescimento recente,"[""dem"", ""psl"", ""vinhr"", ""trajetória"", ""fortalecimento"", ""crescimento"", ""recente""]"
22,O DEM aumentou em mais de 70% o número de prefeitos e vereadores eleitos no último pleito.,dem aumentar 70 número prefeito vereador eleitos último pleito,"[""dem"", ""aumentar"", ""70"", ""número"", ""prefeito"", ""vereador"", ""eleitos"", ""último"", ""pleito""]"
23,O PSL triplicou seu número de prefeituras.,psl triplicar número prefeitura,"[""psl"", ""triplicar"", ""número"", ""prefeitura""]"
24,"Não se constrói uma fusão entre duas forças políticas expressivas sem renúncia, muita flexibilidade e compromisso com o futuro.",constróir fusão dois força político expressivo renúncia flexibilidade compromisso futuro,"[""constróir"", ""fusão"", ""dois"", ""força"", ""político"", ""expressivo"", ""renúncia"", ""flexibilidade"", ""compromisso"", ""futuro""]"
25,"Nosso número é o 44, algarismos que refletem, dobrados, os nossos quatro grandes princípios imutáveis e inegociáveis: • O valor da Democracia como sistema político pautado pela tolerância, pluralidade, respeito e diálogo.",número 44 algarismo refletir dobrar quatro grande princípio imutável inegociável valor democracia sistema político pautar tolerância pluralidade respeito diálogo,"[""número"", ""44"", ""algarismo"", ""refletir"", ""dobrar"", ""quatro"", ""grande"", ""princípio"", ""imutável"", ""inegociável"", ""valor"", ""democracia"", ""sistema"", ""político"", ""pautar"", ""tolerância"", ""pluralidade"", ""respeito"", ""diálogo""]"
26,• O valor do Estado como garantidor dos direitos sociais básicos da população. • O valor da Liberdade como condição para a busca de realização individual. • O valor da Família como esteio da pessoa e base da sociedade.,valor estado garantidor direito social básico população valor liberdade condição busco realização individual valor família esteio pessoa base sociedade,"[""valor"", ""estado"", ""garantidor"", ""direito"", ""social"", ""básico"", ""população"", ""valor"", ""liberdade"", ""condição"", ""busco"", ""realização"", ""individual"", ""valor"", ""família"", ""esteio"", ""pessoa"", ""base"", ""sociedade""]"
27,"Sobre esses pilares iniciamos a missão de resgatar o otimismo, recapturar o espírito positivo e restaurar a confiança dos brasileiros na política, na Democracia e no Brasil. Para isso, nossas principais ferramentas serão o diálogo, a transparência, o compromisso com a palavra empenhada, a excelência na formação de nossos quadros partidários, a prioridade do interesse coletivo e o Amor pelo Brasil. E, para darmos início à nossa jornada, com transparência e firmeza, aqui estão os 44 princípios que abraçamos, os compromissos que assumimos com os brasileiros: 1 2 Defesa intransigente da democracia, que é para nós valor fundamental e inegociável.",sobre pilar iniciar missão resgatar otimismo recapturar espírito positivo restaurar confiança brasileiro político democracia brasil principal ferramenta diálogo transparência compromisso palavra empenhar excelência formação quadro partidário prioridade interesse coletivo amor brasil dar início jornada transparência firmeza aqui 44 princípio abraçamos compromisso assumir brasileiro 1 2 defesa intransigente democracia valor fundamental inegociável,"[""sobre"", ""pilar"", ""iniciar"", ""missão"", ""resgatar"", ""otimismo"", ""recapturar"", ""espírito"", ""positivo"", ""restaurar"", ""confiança"", ""brasileiro"", ""político"", ""democracia"", ""brasil"", ""principal"", ""ferramenta"", ""diálogo"", ""transparência"", ""compromisso"", ""palavra"", ""empenhar"", ""excelência"", ""formação"", ""quadro"", ""partidário"", ""prioridade"", ""interesse"", ""coletivo"", ""amor"", ""brasil"", ""dar"", ""início"", ""jornada"", ""transparência"", ""firmeza"", ""aqui"", ""44"", ""princípio"", ""abraçamos"", ""compromisso"", ""assumir"", ""brasileiro"", ""1"", ""2"", ""defesa"", ""intransigente"", ""democracia"", ""valor"", ""fundamental"", ""inegociável""]"
28,"Somente a democracia iguala todos os cidadãos pelo direito ao voto e nos garante que, mesmo sob a égide da vontade da maioria, os direitos das minorias sejam respeitados e seja assegurada a alternância do poder. Repúdio a todas as formas de totalitarismo ou de autoritarismo. A defesa do Estado deve sempre incluir o respeito às liberdades fundamentais, que constituem a base da Democracia. Rejeitamos os extremismos, os radicalismos, a demagogia e o populismo irresponsável.",somente democracia igualar todo cidadão direito voto garantir sob égide vontade maioria direito minoria respeitar assegurar alternância poder repúdio todo forma totalitarismo autoritarismo defesa dever sempre incluir respeito liberdade fundamental constituir base democracia rejeitar extremismo radicalismo demagogia populismo irresponsável,"[""somente"", ""democracia"", ""igualar"", ""todo"", ""cidadão"", ""direito"", ""voto"", ""garantir"", ""sob"", ""égide"", ""vontade"", ""maioria"", ""direito"", ""minoria"", ""respeitar"", ""assegurar"", ""alternância"", ""poder"", ""repúdio"", ""todo"", ""forma"", ""totalitarismo"", ""autoritarismo"", ""defesa"", ""dever"", ""sempre"", ""incluir"", ""respeito"", ""liberdade"", ""fundamental"", ""constituir"", ""base"", ""democracia"", ""rejeitar"", ""extremismo"", ""radicalismo"", ""demagogia"", ""populismo"", ""irresponsável""]"
29,"3 4 5 6 Sustentação da crença de que os homens são basicamente iguais em direitos e que a pessoa humana é inviolável em sua dignidade, não podendo sofrer quaisquer restrições que não aquelas necessárias à preservação de sua própria integridade e de seu semelhante, e à defesa do bem comum.",3 4 5 6 sustentação crença homem basicamente igual direito pessoa humano inviolável dignidade poder sofrer qualquer restrição necessário preservação próprio integridade semelhante defesa bem comum,"[""3"", ""4"", ""5"", ""6"", ""sustentação"", ""crença"", ""homem"", ""basicamente"", ""igual"", ""direito"", ""pessoa"", ""humano"", ""inviolável"", ""dignidade"", ""poder"", ""sofrer"", ""qualquer"", ""restrição"", ""necessário"", ""preservação"", ""próprio"", ""integridade"", ""semelhante"", ""defesa"", ""bem"", ""comum""]"
30,"Zelo pelo patrimônio da liberdade de expressão, que é condição fundamental à existência do Estado democrático. O ser humano deve ser livre para manifestar suas ideias, acessar informações, professar uma religião, escolher seus representantes, de todas as formas que o Estado de Direito lhe garante. Defesa intransigente da Liberdade de Imprensa, força social necessária à saúde da Democracia. A Imprensa deve ter garantidos respeito e segurança, para que possa exercer sem restrições ou riscos o trabalho essencial de levar aos cidadãos a informação, a crítica, os elementos do contraditório sem os quais não existe sociedade verdadeiramente livre.",zelo patrimônio liberdade expressão condição fundamental existência democrático humano dever livre manifestar ideia acessar informação professar religião escolher representante todo forma direito garantir defesa intransigente liberdade imprensa força social necessário saúde democracia imprensa dever ter garantido respeito segurança poder exercer restrição risco trabalho essencial levar cidadão informação crítico elemento contraditório existir sociedade verdadeiramente livre,"[""zelo"", ""patrimônio"", ""liberdade"", ""expressão"", ""condição"", ""fundamental"", ""existência"", ""democrático"", ""humano"", ""dever"", ""livre"", ""manifestar"", ""ideia"", ""acessar"", ""informação"", ""professar"", ""religião"", ""escolher"", ""representante"", ""todo"", ""forma"", ""direito"", ""garantir"", ""defesa"", ""intransigente"", ""liberdade"", ""imprensa"", ""força"", ""social"", ""necessário"", ""saúde"", ""democracia"", ""imprensa"", ""dever"", ""ter"", ""garantido"", ""respeito"", ""segurança"", ""poder"", ""exercer"", ""restrição"", ""risco"", ""trabalho"", ""essencial"", ""levar"", ""cidadão"", ""informação"", ""crítico"", ""elemento"", ""contraditório"", ""existir"", ""sociedade"", ""verdadeiramente"", ""livre""]"
31,"Diálogo, entendimento e compromisso com o país acima de interesses individuais ou partidários. A pluralidade de vozes, os embates políticos e as divergências são parte da essência democrática. A Democracia é ruidosa.",diálogo entendimento compromisso país acima interesse individual partidário pluralidade voz embate político divergência parte essência democrático democracia ruidoso,"[""diálogo"", ""entendimento"", ""compromisso"", ""país"", ""acima"", ""interesse"", ""individual"", ""partidário"", ""pluralidade"", ""voz"", ""embate"", ""político"", ""divergência"", ""parte"", ""essência"", ""democrático"", ""democracia"", ""ruidoso""]"
32,"Porém, diferenças políticas e, sobretudo, interesses particulares de qualquer natureza jamais devem prevalecer sobre o interesse do Brasil e dos brasileiros. Como partido, nascemos sob os signos da União e da brasilidade. Construir pontes e unir forças para entregar aos brasileiros o país que desejam e merecem ter é nosso compromisso fundante.",porém diferença político sobretudo interesse particular qualquer natureza jamais dever prevalecer sobre interesse brasil brasileiro partido nascer sob signo união brasilidade construir ponte unir força entregar brasileiro país desejar merecer ter compromisso fundante,"[""porém"", ""diferença"", ""político"", ""sobretudo"", ""interesse"", ""particular"", ""qualquer"", ""natureza"", ""jamais"", ""dever"", ""prevalecer"", ""sobre"", ""interesse"", ""brasil"", ""brasileiro"", ""partido"", ""nascer"", ""sob"", ""signo"", ""união"", ""brasilidade"", ""construir"", ""ponte"", ""unir"", ""força"", ""entregar"", ""brasileiro"", ""país"", ""desejar"", ""merecer"", ""ter"", ""compromisso"", ""fundante""]"
33,7 8 10 9 Renovação das práticas políticas e adoção de um ethos partidário baseado em princípios fundamentais para a formação de laços de confiança entre os cidadãos e seus representantes: diálogo; transparência; integridade; compromisso com a palavra empenhada em disputas eleitorais; priorização do interesse coletivo; formação e qualificação dos quadros partidários; obsessão com a austeridade e eficácia no exercício de mandatos de gestão.,7 8 10 9 renovação prático político adoção ethos partidário basear princípio fundamental formação laço confiança cidadão representante diálogo transparência integridade compromisso palavra empenhar disputa eleitoral priorização interesse coletivo formação qualificação quadro partidário obsessão austeridade eficácia exercício mandato gestão,"[""7"", ""8"", ""10"", ""9"", ""renovação"", ""prático"", ""político"", ""adoção"", ""ethos"", ""partidário"", ""basear"", ""princípio"", ""fundamental"", ""formação"", ""laço"", ""confiança"", ""cidadão"", ""representante"", ""diálogo"", ""transparência"", ""integridade"", ""compromisso"", ""palavra"", ""empenhar"", ""disputa"", ""eleitoral"", ""priorização"", ""interesse"", ""coletivo"", ""formação"", ""qualificação"", ""quadro"", ""partidário"", ""obsessão"", ""austeridade"", ""eficácia"", ""exercício"", ""mandato"", ""gestão""]"
34,"Compromisso com o fortalecimento e o aprimoramento do Judiciário, tendo como objetivo a plena concretização do princípio democrático da lei igual para todos. Somaremos esforços na busca por propiciar celeridade e eficácia na distribuição da Justiça aos brasileiros, mediante a modernização dos mecanismos judiciais e a adoção de novos códigos, sempre que isso corresponder à demanda da sociedade.",compromisso fortalecimento aprimoramento judiciário ter objetivo pleno concretização princípio democrático lei igual todo somare esforço buscar propiciar celeridade eficácia distribuição justiça brasileiro mediante modernização mecanismo judicial adoção novo código sempre corresponder demanda sociedade,"[""compromisso"", ""fortalecimento"", ""aprimoramento"", ""judiciário"", ""ter"", ""objetivo"", ""pleno"", ""concretização"", ""princípio"", ""democrático"", ""lei"", ""igual"", ""todo"", ""somare"", ""esforço"", ""buscar"", ""propiciar"", ""celeridade"", ""eficácia"", ""distribuição"", ""justiça"", ""brasileiro"", ""mediante"", ""modernização"", ""mecanismo"", ""judicial"", ""adoção"", ""novo"", ""código"", ""sempre"", ""corresponder"", ""demanda"", ""sociedade""]"
35,"Modernização permanente das Forças Armadas, como requisito indispensável à defesa da soberania nacional e das instituições democráticas.",modernização permanente força armar requisito indispensável defesa soberania nacional instituição democrático,"[""modernização"", ""permanente"", ""força"", ""armar"", ""requisito"", ""indispensável"", ""defesa"", ""soberania"", ""nacional"", ""instituição"", ""democrático""]"
